REFERÊNCIA;NOMEPRODUTO;CATEGORIA;ESTOQUE;PRECOATACADO;PRECODROPSHIPPING;STATUSPROMOCAO;MARCA;DESCRICAO;DIMENSAOCAIXACM;PESOGRAMAS;DATACADASTRO;REPOSICAOESTOQUE;URLPRODUTO;FOTOS
99.022A;Sand�lia Anabela Feminina;Anabela;34,0|35,0|36,0|37,0|38,3|39,3;59.90;65.89;1;Torricella;Material: Napa Espelhado Ouro Light<br />Enfeite: Fivela de ajuste na cor Dourado.<br />Palmilha: 4 mm de Espessura, Espuma em EVA, Revestida em Napa Espelhado Ouro Light e Taloneira Napa Bege<br />Plataforma: Traseiro / Salto com 9,5 cm de Altura, Revestido em Tecido Bege<br />Solado de TR na cor Bege.;28 x 20 x 9.5;600;19/11/2020;0;https://www.revendadecalcados.com.br/produto-6737.html;https://www.revendadecalcados.com.br/fma600/79f58be636d89eb23e6a46fdfa324960.jpg,https://www.revendadecalcados.com.br/fma600/dc3c4959900762daa11f368eee208e4a.jpg,https://www.revendadecalcados.com.br/fma600/c5b8bc8d503081553d0acec88287ffaf.jpg,https://www.revendadecalcados.com.br/fma600/5a948e504333568767259c443e91d349.jpg,https://www.revendadecalcados.com.br/fma600/6124f3a2530d995baa2c8e719d3bf6bd.jpg,https://www.revendadecalcados.com.br/fma600/21cdd94319651ea1ca57ecc8d383e42d.jpg
365.1423C;Sand�lia Rasteira;Rasteiras;34,2|35,0|36,1|37,1|38,0|39,0;59.90;65.89;1;Torricella;Material: Napa Laranja<br />Enfeite: Fivela de Ajuste na Cor Dourado<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Laranja<br />Solado em TR na Cor Bege.;28 x 20 x 9.5;600;14/09/2020;0;https://www.revendadecalcados.com.br/produto-6511.html;https://www.revendadecalcados.com.br/fma600/1937bedfa70baa98c42b28f68d32722a.jpg,https://www.revendadecalcados.com.br/fma600/932af7bb39a1c4be4c2e4209f485a908.jpg,https://www.revendadecalcados.com.br/fma600/087e21b3e1aad86da78442ca79aac6ee.jpg,https://www.revendadecalcados.com.br/fma600/46a296659b62cf6885947df44d1ab942.jpg,https://www.revendadecalcados.com.br/fma600/2c03053872b7363e97297538f7e50703.jpg,https://www.revendadecalcados.com.br/fma600/ceb31b1e3f8ad79eb56a0792729b844d.jpg
1934;Bota Cano Curto;Botas;34,0|35,1|36,0|37,0|38,0|39,2;59.90;65.89;1;Torricella;Material: Napa Preto<br />Enfeites: Z�per na cor Preto<br />Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto<br />Salto: 2,5 cm de Altura<br />Solado de TR na cor Preto.;31.5 x 30 x 9.5;1000;13/04/2021;0;https://www.revendadecalcados.com.br/produto-6339.html;https://www.revendadecalcados.com.br/fma600/479d9f4bec2631fd7df22b076619b078.jpg,https://www.revendadecalcados.com.br/fma600/a4235867433ea9d4449913442d4e73d0.jpg,https://www.revendadecalcados.com.br/fma600/94bc9cc800432204b9f84a5aa6196fab.jpg,https://www.revendadecalcados.com.br/fma600/6ebe080ed739a001ac9bda29686996e0.jpg,https://www.revendadecalcados.com.br/fma600/10ba738f6453a4654696d0461d197bd4.jpg
106.001E;Sand�lia Feminina;Meia Pata;34,0|35,0|36,0|37,0|38,3|39,2;59.90;65.89;1;Torricella;Material: Verniz Preto<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Bege<br />Plataforma Cromada e Espelhada na Cor Grafite: Frente com 2,5 cm de Altura, Traseiro / Salto com 11 cm de Altura,<br />Solado de TR na cor Preto.;28 x 20 x 9.5;600;11/12/2019;0;https://www.revendadecalcados.com.br/produto-6092.html;https://www.revendadecalcados.com.br/fma600/9a7d69290d407f0eca06f0ec5c9bb7c9.jpg,https://www.revendadecalcados.com.br/fma600/9180001a020db2d77da8d22d455be6f9.jpg,https://www.revendadecalcados.com.br/fma600/ffd24de085d76bb332df5ab89c4ced31.jpg,https://www.revendadecalcados.com.br/fma600/796235cff73e4678220fe5a3bb425816.jpg,https://www.revendadecalcados.com.br/fma600/a766f4aa7626760770a941abbbcfa06d.jpg
106.003B;Sand�lia Feminina;Meia Pata;34,1|35,0|36,0|37,0|38,3|39,0;59.90;65.89;1;Torricella;Material: Gliter Prata<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Prata e Taloneira Napa Bege<br />Plataforma Cromada e Espelhada na Cor Prata: Frente com 2,5 cm de Altura, Traseiro / Salto com 11 cm de Altura,<br />Solado de TR na cor Bege.;28 x 20 x 9.5;600;10/12/2019;0;https://www.revendadecalcados.com.br/produto-6089.html;https://www.revendadecalcados.com.br/fma600/3cfa4b30796d8429aacf8573700c9ba6.jpg,https://www.revendadecalcados.com.br/fma600/59691ebc1f6252e1690779ccf067b6ab.jpg,https://www.revendadecalcados.com.br/fma600/54beed81c18db178f6c976961dc72d57.jpg,https://www.revendadecalcados.com.br/fma600/08648eab3b1695e64a016bb9458d536c.jpg,https://www.revendadecalcados.com.br/fma600/17e813730cd426b5d2725eff52b291b8.jpg
600.018C;Bota Cano Curto Feminina;Botas;34,1|35,2|36,0|37,0|38,0|39,0;49.90;54.89;1;Torricella;Material: Napa Croco Verde<br />Enfeites: Cadar�o de amarrar na cor Preto<br />Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto<br />Salto em PU na cor preto com 7,5 cm de altura.<br />Solado de PU na cor Preto.;28.5 x 23.5 x 9.5;800;05/06/2020;0;https://www.revendadecalcados.com.br/produto-6354.html;https://www.revendadecalcados.com.br/fma600/fbf5c21b62ee48e9276e460f21a33f4c.jpg,https://www.revendadecalcados.com.br/fma600/a4538cbccfd77dd1752bbabe70ba36b4.jpg,https://www.revendadecalcados.com.br/fma600/555196497c6bbd57557de358bfa43c11.jpg,https://www.revendadecalcados.com.br/fma600/c5595d5e7fd717599dbcb71025d149ec.jpg,https://www.revendadecalcados.com.br/fma600/dbdec6215476e5cbe6ad733fdfa09df1.jpg
NE0003C;Sapato Scarpin Numera��o Especial;Sapato Scarpin;40,2|41,3|42,0|43,0;46.90;51.59;1;Sem Marca;Material: Verniz Branco<br />Enfeite: La�o em Verniz Branco<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Branco e Taloneira Napa Bege<br />Salto: 5,5 cm de Altura Revestido em Verniz Branco<br />Solado de TR na cor Bege.;30 x 16 x 9.5;400;24/09/2021;0;https://www.revendadecalcados.com.br/produto-7188.html;https://www.revendadecalcados.com.br/fma600/e53bd2bff763831d2c3d5bbc7fd21bb4.jpg,https://www.revendadecalcados.com.br/fma600/15913f56e514919cb41d0aab5a3c9167.jpg
NE0003B;Sapato Scarpin Numera��o Especial;Sapato Scarpin;40,0|41,1|42,1|43,0;46.90;51.59;1;Sem Marca;Material: Verniz Rose<br />Enfeite: La�o em Verniz Rose<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Rose e Taloneira Napa Bege<br />Salto: 5,5 cm de Altura Revestido em Verniz Rose<br />Solado de TR na cor Bege.;30 x 16 x 9.5;400;24/09/2021;0;https://www.revendadecalcados.com.br/produto-7187.html;https://www.revendadecalcados.com.br/fma600/6ddc7930ebe0d303e01ad2799765df31.jpg,https://www.revendadecalcados.com.br/fma600/53a6b0b124ff9fd0684228d3e0a27841.jpg
NE0002E;Sapato Scarpin Numera��o Especial;Sapato Scarpin;40,2|41,3|42,0|43,0;46.90;51.59;1;Sem Marca;Material: Tecido Pelo On�a<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Bege<br />Salto: 5,5 cm de Altura Pintado na cor Preto<br />Solado de TR na cor Preto.;30 x 16 x 9.5;400;24/09/2021;0;https://www.revendadecalcados.com.br/produto-7185.html;https://www.revendadecalcados.com.br/fma600/27bdcbf020faadfff4a0492fe37bf8aa.jpg,https://www.revendadecalcados.com.br/fma600/90e797af0d25a78f07e17684a9297d4d.jpg
NE0002B;Sapato Scarpin Numera��o Especial;Sapato Scarpin;40,2|41,1|42,0|43,0;46.90;51.59;1;Sem Marca;Material: Nobuck  Preto<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Nobuck Preto e Taloneira Napa Bege<br />Salto: 5,5 cm de Altura Pintado na cor Preto<br />Solado de TR na cor Preto.;30 x 16 x 9.5;400;24/09/2021;0;https://www.revendadecalcados.com.br/produto-7182.html;https://www.revendadecalcados.com.br/fma600/5ef2202257675672bee64c67c43efda0.jpg,https://www.revendadecalcados.com.br/fma600/41f24dad044a5f0408e1989d9d3ada62.jpg
NE0002A;Sapato Scarpin Numera��o Especial;Sapato Scarpin;40,1|41,2|42,0|43,0;46.90;51.59;1;Sem Marca;Material: Verniz Preto<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Bege<br />Salto: 5,5 cm de Altura Pintado na cor Preto<br />Solado de TR na cor Preto.;30 x 16 x 9.5;400;24/09/2021;0;https://www.revendadecalcados.com.br/produto-7181.html;https://www.revendadecalcados.com.br/fma600/8b34ba468d2df01a734b348e38d1be50.jpg,https://www.revendadecalcados.com.br/fma600/fe9221a208c7dff9e5560b3c0a8cec3b.jpg
NE0001A;Sapato Scarpin Numera��o Especial;Sapato Scarpin;40,2|41,2|42,0|43,0;46.90;51.59;1;Sem Marca;Material: Verniz Vermelho<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Vermelho e Taloneira Napa Bege<br />Salto: 5,5 cm de Altura Revestido em Verniz Vermelho<br />Solado de TR na cor Bege.;30 x 16 x 9.5;400;24/09/2021;0;https://www.revendadecalcados.com.br/produto-7177.html;https://www.revendadecalcados.com.br/fma600/5eb306f743ce4815f4ebfb7629543181.jpg,https://www.revendadecalcados.com.br/fma600/f4b3cb6a9b06652c8536ed5714f96659.jpg
FST019A;Sapatilha Feminina;Sapatilhas;34,0|35,1|36,0|37,0|38,6|39,0;39.90;43.89;0;Torricella;Material: Tecido trama Bege<br />Enfeite: Pe�a em ABS na cor Ouro Light<br />Palmilha: 4 mm de Espessura em Ouro Light com taloneira na cor bege<br />Salto: 8 mm de Altura<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege claro<br />Solado: PVC Flex�vel, antiderrapante, na cor Bege.;30 x 16 x 9.5;400;05/08/2021;0;https://www.revendadecalcados.com.br/produto-7157.html;https://www.revendadecalcados.com.br/fma600/309c7680feb4fdb7e000aa6a5d1b3507.jpg,https://www.revendadecalcados.com.br/fma600/81c68b8216ffc13d5ea8636873acb86b.jpg,https://www.revendadecalcados.com.br/fma600/db4b8929e8eea35356e614b7440953ae.jpg,https://www.revendadecalcados.com.br/fma600/3942621acb508d20df6de58a7459c2e6.jpg,https://www.revendadecalcados.com.br/fma600/774e07b4f858df3b5ad6d9e0e35c60b4.jpg,https://www.revendadecalcados.com.br/fma600/4047132d8aab74177cfbf5e00839e6ad.jpg
FST009C;Sapatilha Feminina;Sapatilhas;34,5|35,3|36,0|37,0|38,0|39,0;39.90;43.89;0;Torricella;Material: Croco Verniz Bege<br />Enfeite: Corrente em ABS na cor Bege<br />Palmilha: 4 mm de Espessura em napa Bege com taloneira na cor bege<br />Salto: 8 mm de Altura<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege claro<br />Solado: PVC Flex�vel, antiderrapante, na cor Bege.;30 x 16 x 9.5;400;30/06/2021;0;https://www.revendadecalcados.com.br/produto-7105.html;https://www.revendadecalcados.com.br/fma600/4d4100a0b332ecc2ac1066b65878f0b4.jpg,https://www.revendadecalcados.com.br/fma600/e70c748acc3391bca167d33ce54193bb.jpg,https://www.revendadecalcados.com.br/fma600/71ec1fbda3382e9b56d48d8495486df3.jpg,https://www.revendadecalcados.com.br/fma600/f2db615f9b8966f77628acf3104006a0.jpg,https://www.revendadecalcados.com.br/fma600/5dca73c2a00d09fc98828cadf424da12.jpg,https://www.revendadecalcados.com.br/fma600/fa55fb40a5ddcca6a4c5788e7ae02d3e.jpg
65000M-66047B;Sapato Scarpin;Sapato Scarpin;34,1|35,0|36,0|37,0|38,0|39,1;39.90;43.89;1;Sem Marca;Material: Napa Preto<br />Enfeite: Tiras de amarrar em Napa Preto<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Preto e Taloneira Napa Bege<br />Salto: 9 cm de Altura e Revestido em CNapa Preto<br />Solado de Micro na cor Preto.-;28 x 20 x 9.5;600;01/02/2021;0;https://www.revendadecalcados.com.br/produto-6942.html;https://www.revendadecalcados.com.br/fma600/952646e3c4c96ba096e8adc746eea1eb.jpg,https://www.revendadecalcados.com.br/fma600/b641a9ca2801893aed718066fe4c5a81.jpg,https://www.revendadecalcados.com.br/fma600/78ae9a1d358e4bdb1785eefa6de48c27.jpg
1213B;Sand�lia Rasteira;Rasteiras;34,0|35,5|36,6|37,0|38,0|39,0;39.90;43.89;1;Torricella;Material: Napa Dourado<br />Enfeite: Fivela na Cor Dourado com pedras e strass<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Dourado<br />Solado em TR na Cor Bege.;30 x 16 x 9.5;400;11/01/2021;0;https://www.revendadecalcados.com.br/produto-6881.html;https://www.revendadecalcados.com.br/fma600/4520e593b3c9015e46c3f75a62871f82.jpg,https://www.revendadecalcados.com.br/fma600/c6d4cc967d21f7f85ce40a19fe262011.jpg,https://www.revendadecalcados.com.br/fma600/b557e13cb026d7f3f5438f1447018d8e.jpg,https://www.revendadecalcados.com.br/fma600/775cf1f0a23b19e1e78f315380e4251b.jpg,https://www.revendadecalcados.com.br/fma600/95ae6ec9516dc8277ebbee7e39e82fea.jpg
66047C;Sapato Scarpin;Sapato Scarpin;33,1|34,0|35,0|36,0|37,0|38,0|39,0|40,1;39.90;43.89;1;Sem Marca;Material: Napa Vinho<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Vinho e Taloneira Napa Bege<br />Salto: 9 cm de Altura e Revestido em Napa Vinho<br />Solado de Micro na cor Bege.;28 x 20 x 9.5;600;28/12/2020;0;https://www.revendadecalcados.com.br/produto-6867.html;https://www.revendadecalcados.com.br/fma600/addb777e5d82eb1eb5975283b9511a0e.jpg,https://www.revendadecalcados.com.br/fma600/b29838958fa5d7383c20d07426f24c22.jpg,https://www.revendadecalcados.com.br/fma600/4c4ee51053ad9ec51b22ca413e18d255.jpg
86.009B;Sand�lia Feminina;Sand�lias;34,2|35,2|36,0|37,0|38,0|39,0;39.90;43.89;1;Torricella;Material: Camur�a Preto<br />Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Camur�a Preto e Taloneira Napa Bege<br />Salto: 6 cm de Altura e Revestido em Camur�a Preto<br />Solado em TR na Cor Preto.;28 x 20 x 9.5;600;06/11/2020;0;https://www.revendadecalcados.com.br/produto-6715.html;https://www.revendadecalcados.com.br/fma600/4682ece818b0884b97499f17ddc21d61.jpg,https://www.revendadecalcados.com.br/fma600/b948ce5605feea6db6889aaa43316af9.jpg,https://www.revendadecalcados.com.br/fma600/c461a82ea3cbf9e1808760c5f0e121ea.jpg,https://www.revendadecalcados.com.br/fma600/ec73288aa49760d73765d2b7c455afa7.jpg,https://www.revendadecalcados.com.br/fma600/e6942e5b29b338945dde4d982e5bc84a.jpg,https://www.revendadecalcados.com.br/fma600/12b0c4bfc20b44077905be9b4abaec13.jpg
10.044A;Sapatilha Feminina;Sapatilhas;34,0|35,0|36,1|37,0|38,1|39,0;34.90;38.39;1;Torricella;Material: Camur�a Pink<br />Enfeite: La�o em Camur�a Pink com ilh�s dourados e fivela dourada<br />Palmilha: 4 mm de Espessura em Camur�a Pink e taloneira em Napa Bege claro<br />Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light<br />Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e bananinha na parte traseira do calcanhar para maior conforto<br />Solado: PVC Flex na cor bege.;30 x 16 x 9.5;400;28/09/2020;0;https://www.revendadecalcados.com.br/produto-6621.html;https://www.revendadecalcados.com.br/fma600/75d38718b8ee2d182957404f5b304999.jpg,https://www.revendadecalcados.com.br/fma600/ac11b66e7e64f305b9ce6cb044db684e.jpg,https://www.revendadecalcados.com.br/fma600/c99919425a1a71d3411bc1a738fd7e60.jpg,https://www.revendadecalcados.com.br/fma600/ebc4bfcaf83940fcdb2a0a55e2b3fa56.jpg,https://www.revendadecalcados.com.br/fma600/f58cbfa93340823232488d0cd4a9dba6.jpg
10.039B;Sapatilha Feminina;Sapatilhas;34,1|35,3|36,0|37,0|38,0|39,0;34.90;38.39;1;Torricella;Material: Glitter Luxor Dourado<br />Palmilha: 4 mm de Espessura em Napa Dourado e taloneira em Napa Bege claro<br />Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light<br />Forro: Napa Bege claro<br />Solado: PVC Flex na cor bege.;30 x 16 x 9.5;400;28/09/2020;0;https://www.revendadecalcados.com.br/produto-6618.html;https://www.revendadecalcados.com.br/fma600/1f4f67c562a6445dc479cd391cd7fdaf.jpg,https://www.revendadecalcados.com.br/fma600/f0865d5d133c04feb6fb90c9c276a569.jpg,https://www.revendadecalcados.com.br/fma600/855aaea7bdd528be7661de56513e40f2.jpg,https://www.revendadecalcados.com.br/fma600/ce7721578d2b521787ffb525183410fd.jpg,https://www.revendadecalcados.com.br/fma600/6f2217c3c4565a8fbe45212c538d54c5.jpg
20044E;Kit Bolsa Feminina;Bolsas;�nico,10;179.90;197.89;0;Modacc;Bolsa Grande<br />- Material Napa Caramelo<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso externo e interno com z�per<br />- Z�per e Spikes em Metal na cor Dourado<br />- Dimens�es: 28 cm (altura) X 37 cm (comprimento) x 14 cm (largura)<br />- Peso Embalado: 1200 gramas (aproximadamente)<br />-Bolsa Carteira<br />- Material Napa Caramelo<br />- Bolso interno com z�per<br />- Z�per em Metal na cor Dourado<br />- Dimens�es: 10 cm (altura) X 20 cm (comprimento) x 4 cm (largura)<br />- Peso Embalado: 300 gramas (aproximadamente)<br />Peso Total Embalado 1500 gramas (aproximadamente)<br />;28 x 37 x 14;1500;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7300.html;https://www.revendadecalcados.com.br/fma600/35b1db1fc93509c79399454741ce3d73.jpg,https://www.revendadecalcados.com.br/fma600/24f90e4eccb38783cdff192bd1121ffa.jpg,https://www.revendadecalcados.com.br/fma600/1acd9b7f16df0f58fc91e913bfbbb802.jpg,https://www.revendadecalcados.com.br/fma600/79c055a33667b8dc87902f1c8ac66990.jpg,https://www.revendadecalcados.com.br/fma600/36f86f7c3bb19ecba298ad8a95822907.jpg,https://www.revendadecalcados.com.br/fma600/6f98dd333d1a39127488d55b5801e320.jpg,https://www.revendadecalcados.com.br/fma600/23165aee3af7e9374abe161f5cd53a3e.jpg,https://www.revendadecalcados.com.br/fma600/3f78ce8ea733df8fec3a7b2d122fdc4f.jpg
20044V;Kit Bolsa Feminina;Bolsas;�nico,10;179.90;197.89;0;Modacc;Bolsa Grande<br />- Material Napa Vermelho<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso externo e interno com z�per<br />- Z�per e Spikes em Metal na cor Dourado<br />- Dimens�es: 28 cm (altura) X 37 cm (comprimento) x 14 cm (largura)<br />- Peso Embalado: 1200 gramas (aproximadamente)<br />-Bolsa Carteira<br />- Material Napa Vermelho<br />- Bolso interno com z�per<br />- Z�per em Metal na cor Dourado<br />- Dimens�es: 10 cm (altura) X 20 cm (comprimento) x 4 cm (largura)<br />- Peso Embalado: 300 gramas (aproximadamente)<br />Peso Total Embalado 1500 gramas (aproximadamente)<br />;28 x 37 x 14;1500;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7299.html;https://www.revendadecalcados.com.br/fma600/0b89dcd7b4540b87164a51bc58d15be2.jpg,https://www.revendadecalcados.com.br/fma600/0ba2651a04bbb7f962793cccccc46d8e.jpg,https://www.revendadecalcados.com.br/fma600/c72ba9799832999895437454cdd8d9e4.jpg,https://www.revendadecalcados.com.br/fma600/7b72ae6f63b38755cd7880a83f3a74e3.jpg,https://www.revendadecalcados.com.br/fma600/40879be6fbce12c0fc38419186457a3e.jpg,https://www.revendadecalcados.com.br/fma600/c6b6770d4cca1c7dda03bca1dee13234.jpg,https://www.revendadecalcados.com.br/fma600/b3c155835ab93768ecb951591107aa1d.jpg,https://www.revendadecalcados.com.br/fma600/44c8b8e357b8753b743d049ed1ae1ec4.jpg
20044P;Kit Bolsa Feminina;Bolsas;�nico,10;179.90;197.89;0;Modacc;Bolsa Grande<br />- Material Napa Preto<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso externo e interno com z�per<br />- Z�per e Spikes em Metal na cor Dourado<br />- Dimens�es: 28 cm (altura) X 37 cm (comprimento) x 14 cm (largura)<br />- Peso Embalado: 1200 gramas (aproximadamente)<br />-Bolsa Carteira<br />- Material Napa Preto<br />- Bolso interno com z�per<br />- Z�per em Metal na cor Dourado<br />- Dimens�es: 10 cm (altura) X 20 cm (comprimento) x 4 cm (largura)<br />- Peso Embalado: 300 gramas (aproximadamente)<br />Peso Total Embalado 1500 gramas (aproximadamente)<br />;28 x 37 x 14;1500;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7298.html;https://www.revendadecalcados.com.br/fma600/f1dfd27569342586505b0377643e4c79.jpg,https://www.revendadecalcados.com.br/fma600/796d2da6b0a86e04f60e8c0f04290992.jpg,https://www.revendadecalcados.com.br/fma600/8e220e8c95be4af954a75817767024bc.jpg,https://www.revendadecalcados.com.br/fma600/89ca04d1fba5c0ed5798a8151db469a2.jpg,https://www.revendadecalcados.com.br/fma600/8aefe5050c552e579e1b73941ac8249e.jpg,https://www.revendadecalcados.com.br/fma600/dd736d5f35a885bbaa8805e26b7521b7.jpg,https://www.revendadecalcados.com.br/fma600/13c2c2f37f1797beb1182ff9e415f7f9.jpg
11022E;Bolsa Feminina;Bolsas;�nico,7;114.90;126.39;0;Modacc;- Material Napa Caramelo<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso externo e interno com z�per<br />- Z�per em Metal na cor Dourado<br />- Dimens�es: 23 cm (altura) X 30 cm (comprimento) x 13 cm (largura)<br />- Peso Embalado: 800 gramas (;23 x 30 x 13;800;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7292.html;https://www.revendadecalcados.com.br/fma600/57f81176d476949ec69b5b6dd005f36a.jpg,https://www.revendadecalcados.com.br/fma600/d40328675377c43cad1ec015719fa90b.jpg,https://www.revendadecalcados.com.br/fma600/d949efc8564bd702f0960887e672c522.jpg
11011B;Bolsa Feminina;Bolsas;�nico,1;99.90;109.89;0;Modacc;- Material Napa Bege<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso interno com z�per<br />- Z�per Metal na cor Dourado<br />- Dimens�es: 20 cm (altura) X 25 cm (comprimento) x 12 cm (largura)<br />- Peso Embalado: 700 gramas (aproximadamente)<;20 x 25 x 12;700;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7302.html;https://www.revendadecalcados.com.br/fma600/d595f931c9621dac184d54fdfdce466a.jpg,https://www.revendadecalcados.com.br/fma600/d5fc7edd721d63932ccedcd4d5151eca.jpg,https://www.revendadecalcados.com.br/fma600/b3bcad71c7858feead7c0747c29d2ad8.jpg
67001B;Bota Bico Fino Feminina;Botas;34,0|35,0|36,0|37,1|38,0|39,0;99.90;109.89;1;Torricella;Material: Napa Branco e Matelass� Branco<br />Enfeites: Detalhes lindos em costuras matelass�, cord�o e passantes na cor Branco<br />Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto<br />Forro: Cacharrel, material espumado para maior conforto, na cor Branco<br />Salto: 10 cm de Altura e Revestido em Napa Branco<br />Solado de TR na cor Bege.;31.5 x 30 x 9.5;1000;11/05/2021;0;https://www.revendadecalcados.com.br/produto-7041.html;https://www.revendadecalcados.com.br/fma600/c5d0c6c89ad9f96b6a7c6f610803e613.jpg,https://www.revendadecalcados.com.br/fma600/737a1680e63e998a9c0258a9687ee6c8.jpg,https://www.revendadecalcados.com.br/fma600/2acd2f8ea1b5fab66a2c5cd959262a77.jpg,https://www.revendadecalcados.com.br/fma600/e0f40648ef6d87f4eca8f04518cab18a.jpg,https://www.revendadecalcados.com.br/fma600/75fe9a13deb66cc93ef073454ebaffa3.jpg
20014E;Bolsa Feminina;Bolsas;�nico,7;99.90;109.89;1;Modacc;- Material Napa Caramelo<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso externo e interno com z�per<br />- Reparti��o interna<br />- Z�per em Metal na cor Dourado<br />- Dimens�es: 27 cm (altura) X 33 cm (comprimento) x 15 cm (largura)<br />- P;27 x 33 x 15;1200;03/03/2020;0;https://www.revendadecalcados.com.br/produto-6277.html;https://www.revendadecalcados.com.br/fma600/c6151c67ef6735da97f98d912563334a.jpg,https://www.revendadecalcados.com.br/fma600/6b8db95db46b3ef8795fc39a83f0d63e.jpg,https://www.revendadecalcados.com.br/fma600/2905e52c7faa18e8dbcd1ae23ba33037.jpg,https://www.revendadecalcados.com.br/fma600/1178cd07c0f505c98e0d2d059a56b8ab.jpg,https://www.revendadecalcados.com.br/fma600/d7af51b4ed5ad24d73dfaaecf3a17d87.jpg
83010M;Bolsa Feminina;Bolsas;�nico,6;89.90;98.89;0;Sem Marca; Material Napa Marrom<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso externo e interno com z�per<br />- Z�per em Metal na cor Dourado<br />- Dimens�es: 19 cm (altura) X 36 cm (comprimento) x 14 cm (largura)<br />- Peso Embalado: 800 gramas (aproximadamente);19 x 36 x 14;800;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7321.html;https://www.revendadecalcados.com.br/fma600/47b5c7c7cde4c882f4d1e23d1169aeb4.jpg,https://www.revendadecalcados.com.br/fma600/0e153a4f52af486f3845f8bf36b483a3.jpg,https://www.revendadecalcados.com.br/fma600/8baaaffc660ce2bef4b65de6ab21ab18.jpg
83010P;Bolsa Feminina;Bolsas;�nico,8;89.90;98.89;0;Sem Marca;- Material Napa Preto<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso externo e interno com z�per<br />- Z�per em Metal na cor Dourado<br />- Dimens�es: 19 cm (altura) X 36 cm (comprimento) x 14 cm (largura)<br />- Peso Embalado: 800 gramas (apr;19 x 36 x 14;800;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7289.html;https://www.revendadecalcados.com.br/fma600/142b2792b70ce02714b462b2d5fee084.jpg,https://www.revendadecalcados.com.br/fma600/6cc974d2948ed214c6e2042a9f106ff9.jpg,https://www.revendadecalcados.com.br/fma600/aea91494953de7109bf57426231c3c33.jpg
83010C;Bolsa Feminina;Bolsas;�nico,2;89.90;98.89;0;Sem Marca;- Material Napa Caramelo<br />- Al�a de m�o e transversal (remov�vel)<br />- Bolso externo e interno com z�per<br />- Z�per em Metal na cor Dourado<br />- Dimens�es: 19 cm (altura) X 36 cm (comprimento) x 14 cm (largura)<br />- Peso Embalado: 800 gramas (;19 x 36 x 14;800;11/11/2021;0;https://www.revendadecalcados.com.br/produto-7288.html;https://www.revendadecalcados.com.br/fma600/6dc4d7d72d25b0d8c550ea177486dbaf.jpg,https://www.revendadecalcados.com.br/fma600/923bc98b48acb9ffee9e0100d104d3ff.jpg,https://www.revendadecalcados.com.br/fma600/b132546343ff860f27cfd549475c69f1.jpg
